,0
1671,Ddhd2
1672,Ddi2
1673,Ddit3
1674,Ddit4l
1675,Ddo
1676,Ddost
1677,Ddrgk1
1678,Ddt
1679,Ddx1
1680,Ddx10
1681,Ddx17
1682,Ddx18
1683,Ddx19a
1684,Ddx19b
1685,Ddx20
1686,Ddx21
1687,Ddx23
1688,Ddx24
1689,Ddx27
1690,Ddx28
1691,Ddx39
1692,Ddx39b
1693,Ddx3x
1694,Ddx41
1695,Ddx42
1696,Ddx46
1697,Ddx47
1698,Ddx49
1699,Ddx5
1700,Ddx50
1701,Ddx52
1702,Ddx54
1703,Ddx55
1704,Ddx56
1705,Ddx58
1706,Ddx6
1707,Ddx60
1708,Deaf1
1709,Decr1
1710,Decr2
1711,Dedd
1712,Dedd2
1713,Defb1
1714,Degs1
1715,Dek
1716,Dele1
1717,Dennd1a
1718,Dennd1b
1719,Dennd2d
1720,Dennd4a
1721,Dennd4c
1722,Dennd5a
1723,Dennd5b
1724,Dennd6a
1725,Denr
1726,Depdc7
1727,Depp1
1728,Deptor
1729,Dera
1730,Derl1
1731,Derl2
1732,Derl3
1733,Desi1
1734,Desi2
1735,Det1
1736,Dexi
1737,Dffa
1738,Dgat1
1739,Dgat2
1740,Dgcr6
1741,Dgka
1742,Dgkd
1743,Dgke
1744,Dgkq
1745,Dgkz
1746,Dglucy
1747,Dguok
1748,Dhcr24
1749,Dhcr7
1750,Dhdds
1751,Dhfr
1752,Dhps
1753,Dhrs1
1754,Dhrs11
1755,Dhrs3
1756,Dhrs4
1757,Dhrs7
1758,Dhrs7b
1759,Dhrs9
1760,Dhtkd1
1761,Dhx15
1762,Dhx16
1763,Dhx29
1764,Dhx30
1765,Dhx32
1766,Dhx33
1767,Dhx36
1768,Dhx38
1769,Dhx40
1770,Dhx58
1771,Dhx8
1772,Dhx9
1773,Diablo
1774,Diaph1
1775,Diaph2
1776,Dicer1
1777,Dido1
1778,Diexf
1779,Dio1
1780,Dip2c
1781,Dirc2
1782,Dis3
1783,Dis3l
1784,Dis3l2
1785,Dixdc1
1786,Dkc1
1787,Dlat
1788,Dlc1
1789,Dld
1790,Dlg1
1791,Dlg2
1792,Dlg3
1793,Dlgap4
1794,Dll1
1795,Dlst
1796,Dmac1
1797,Dmac2
1798,Dmap1
1799,Dmd
1800,Dmgdh
1801,Dmtf1
1802,Dmwd
1803,Dmxl1
1804,Dmxl2
1805,Dnah8
1806,Dnah9
1807,Dnaja1
1808,Dnaja2
1809,Dnaja3
1810,Dnaja4
1811,Dnajb1
1812,Dnajb11
1813,Dnajb12
1814,Dnajb14
1815,Dnajb2
1816,Dnajb4
1817,Dnajb6
1818,Dnajb9
1819,Dnajc1
1820,Dnajc10
1821,Dnajc11
1822,Dnajc12
1823,Dnajc13
1824,Dnajc14
1825,Dnajc15
1826,Dnajc16
1827,Dnajc19
1828,Dnajc2
1829,Dnajc21
1830,Dnajc22
1831,Dnajc24
1832,Dnajc25
1833,Dnajc28
1834,Dnajc3
1835,Dnajc30
1836,Dnajc4
1837,Dnajc5
1838,Dnajc7
1839,Dnajc8
1840,Dnajc9
1841,Dnal4
1842,Dnase2a
1843,Dnase2b
1844,Dnlz
1845,Dnm1l
1846,Dnm2
1847,Dnm3
1848,Dnmbp
1849,Dnmt1
1850,Dnmt3a
1851,Dnpep
1852,Dntt
1853,Dnttip1
1854,Dnttip2
1855,Dock1
1856,Dock4
1857,Dock5
1858,Dock6
1859,Dock7
1860,Dock8
1861,Dohh
1862,Dolk
1863,Dolpp1
1864,Dop1a
1865,Dop1b
1866,Dot1l
1867,Dpagt1
1868,Dpf2
1869,Dph3
1870,Dph5
1871,Dpm2
1872,Dpm3
1873,Dpp3
1874,Dpp4
1875,Dpp7
1876,Dpp8
1877,Dpp9
1878,Dpy19l1
1879,Dpy19l4
1880,Dpy30
1881,Dpyd
1882,Dpys
1883,Dr1
1884,Dram2
1885,Drap1
1886,Drg1
1887,Drg2
1888,Drosha
1889,Dsc2
1890,Dsg2
1891,Dsp
1892,Dst
1893,Dstn
1894,Dtd1
1895,Dtd2
1896,Dtnb
1897,Dtnbp1
1898,Dtwd1
1899,Dtx3l
1900,Dtx4
1901,Dtymk
1902,Dus1l
1903,Dus2
1904,Dus3l
1905,Dusp1
1906,Dusp11
1907,Dusp12
1908,Dusp16
1909,Dusp19
1910,Dusp22
1911,Dusp23
1912,Dusp28
1913,Dusp3
1914,Dusp5
1915,Dusp6
1916,Dusp8
1917,Dut
1918,Dvl1
1919,Dvl3
1920,Dxo
1921,Dym
1922,Dync1h1
1923,Dync1i2
1924,Dync1li1
1925,Dync1li2
1926,Dynll1
1927,Dynll2
1928,Dynlrb1
1929,Dynlt1a
1930,Dynlt1f
1931,Dynlt3
1932,Dyrk1a
1933,Dyrk2
1934,E2f4
1935,E2f5
1936,E2f6
1937,E2f8
1938,Eaf1
1939,Eapp
1940,Ears2
1941,Ebag9
1942,Ebna1bp2
1943,Ebp
1944,Ebpl
1945,Ecd
1946,Ece1
1947,Ech1
1948,Echdc1
1949,Echdc2
1950,Echdc3
1951,Echs1
1952,Eci1
1953,Eci2
1954,Eci3
1955,Ecpas
1956,Ecsit
1957,Edc3
1958,Edc4
1959,Edem1
1960,Edem2
1961,Edem3
1962,Edf1
1963,Edrf1
1964,Eea1
1965,Eed
1966,Eef1a1
1967,Eef1akmt1
1968,Eef1akmt4
1969,Eef1b2
1970,Eef1d
1971,Eef1e1
1972,Eef1g
1973,Eef2
1974,Eef2kmt
1975,Eefsec
1976,Eepd1
1977,Efcab14
1978,Efcab8
1979,Efhd2
1980,Efl1
1981,Efna1
1982,Efnb1
1983,Efr3a
1984,Eftud2
1985,Egfr
1986,Egln1
1987,Egln2
1988,Egln3
1989,Egr1
1990,Ehbp1
1991,Ehd1
1992,Ehd4
1993,Ehhadh
1994,Ehmt1
1995,Ehmt2
1996,Ei24
1997,Eid1
1998,Eif1
1999,Eif1a
2000,Eif1ad
2001,Eif1ax
2002,Eif1b
2003,Eif2a
2004,Eif2ak1
2005,Eif2ak2
2006,Eif2ak3
2007,Eif2ak4
2008,Eif2b1
2009,Eif2b2
2010,Eif2b3
2011,Eif2b4
2012,Eif2b5
2013,Eif2d
2014,Eif2s1
2015,Eif2s2
2016,Eif2s3x
2017,Eif3a
2018,Eif3b
2019,Eif3c
2020,Eif3d
2021,Eif3e
2022,Eif3f
2023,Eif3g
2024,Eif3h
2025,Eif3i
2026,Eif3j1
2027,Eif3j2
2028,Eif3k
2029,Eif3l
2030,Eif3m
2031,Eif4a1
2032,Eif4a2
2033,Eif4a3
2034,Eif4b
2035,Eif4e
2036,Eif4e2
2037,Eif4ebp1
2038,Eif4ebp2
2039,Eif4enif1
2040,Eif4g1
2041,Eif4g2
2042,Eif4g3
2043,Eif4h
2044,Eif5
2045,Eif5a
2046,Eif5b
2047,Eif6
2048,Eipr1
2049,Elac2
2050,Elavl1
2051,Elf1
2052,Elf2
2053,Elf3
2054,Elk4
2055,Ell
2056,Ell2
2057,Elmo3
2058,Elmod2
2059,Elmod3
2060,Elmsan1
2061,Eloa
2062,Elob
2063,Eloc
2064,Elof1
2065,Elovl1
2066,Elovl2
2067,Elovl3
2068,Elovl5
2069,Elovl6
2070,Elp1
2071,Elp2
2072,Elp3
2073,Elp4
2074,Elp5
2075,Emc1
2076,Emc10
2077,Emc2
2078,Emc3
2079,Emc4
2080,Emc6
2081,Emc7
2082,Emc9
2083,Emd
2084,Eme2
2085,Emg1
2086,Eml3
2087,Eml4
2088,Emp2
2089,Emsy
2090,Enc1
2091,Endod1
2092,Endog
2093,Enho
2094,Eno1
2095,Enox2
2096,Enpep
2097,Enpp1
2098,Enpp2
2099,Enpp3
2100,Enpp4
2101,Enpp5
2102,Ensa
2103,Entpd4
2104,Entpd4b
2105,Entpd5
2106,Entpd8
2107,Entr1
2108,Eny2
2109,Ep300
2110,Ep400
2111,Epas1
2112,Epb41
2113,Epb41l4b
2114,Epb41l5
2115,Epc1
2116,Epc2
2117,Epg5
2118,Epha1
2119,Epha2
2120,Ephx1
2121,Ephx2
2122,Epm2aip1
2123,Epn1
2124,Epo
2125,Eppk1
2126,Eprs
2127,Eps15
2128,Eps15l1
2129,Eps8l2
2130,Eral1
2131,Erap1
2132,Erbb3
2133,Erbin
2134,Erc1
2135,Erc2
2136,Ercc3
2137,Ercc5
2138,Ercc6l2
2139,Erf
2140,Erg28
2141,Ergic1
2142,Ergic2
2143,Ergic3
2144,Erh
2145,Eri1
2146,Eri3
2147,Erich1
2148,Erlec1
2149,Erlin1
2150,Erlin2
2151,Ermard
2152,Ermp1
2153,Ern1
2154,Ero1l
2155,Ero1lb
2156,Erp29
2157,Erp44
2158,Errfi1
2159,Esco1
2160,Esd
2161,Esf1
2162,Esr1
2163,Esrp2
2164,Esrra
2165,Esyt1
2166,Esyt2
2167,Etaa1
2168,Etf1
2169,Etfa
2170,Etfb
2171,Etfbkmt
2172,Etfdh
2173,Etfrf1
2174,Ethe1
2175,Etl4
2176,Etnk1
2177,Etnk2
2178,Etnppl
2179,Ets2
2180,Etv3
2181,Etv6
2182,Eva1a
2183,Evi5
2184,Ewsr1
2185,Exoc1
2186,Exoc2
2187,Exoc3
2188,Exoc4
2189,Exoc5
2190,Exoc6
2191,Exoc7
2192,Exoc8
2193,Exosc1
2194,Exosc10
2195,Exosc2
2196,Exosc3
2197,Exosc4
2198,Exosc5
2199,Exosc7
2200,Exosc8
2201,Exosc9
2202,Exph5
2203,Ext1
2204,Ext2
2205,Extl2
2206,Extl3
2207,Eya3
2208,Ezh1
2209,Ezh2
2210,F10
2211,F11
2212,F11r
2213,F12
2214,F13b
2215,F2
2216,F5
2217,F7
2218,F8a
2219,F9
2220,Faah
2221,Faap20
2222,Fabp1
2223,Fabp2
2224,Fabp5
2225,Fadd
2226,Fads1
2227,Fads2
2228,Fads6
2229,Faf1
2230,Faf2
2231,Fah
2232,Fahd1
2233,Fahd2a
2234,Faim
2235,Fam102a
2236,Fam104a
2237,Fam107b
2238,Fam114a1
2239,Fam114a2
2240,Fam120a
2241,Fam120b
2242,Fam124a
2243,Fam126a
2244,Fam126b
2245,Fam129b
2246,Fam133b
2247,Fam135a
2248,Fam136a
2249,Fam13a
2250,Fam13b
2251,Fam149a
2252,Fam149b
2253,Fam160a2
2254,Fam160b1
2255,Fam162a
2256,Fam168a
2257,Fam168b
2258,Fam169b
2259,Fam172a
2260,Fam173a
2261,Fam173b
2262,Fam174a
2263,Fam187b
2264,Fam189a1
2265,Fam192a
2266,Fam193a
2267,Fam199x
2268,Fam19a2
2269,Fam204a
2270,Fam207a
2271,Fam208a
2272,Fam208b
2273,Fam20a
2274,Fam20b
2275,Fam20c
2276,Fam210a
2277,Fam210b
2278,Fam213a
2279,Fam213b
2280,Fam214a
2281,Fam214b
2282,Fam220a
2283,Fam222a
2284,Fam222b
2285,Fam234a
2286,Fam234b
2287,Fam241a
2288,Fam25c
2289,Fam32a
2290,Fam3a
2291,Fam3c
2292,Fam45a
2293,Fam47e
2294,Fam50a
2295,Fam53a
2296,Fam53c
2297,Fam69a
2298,Fam76a
2299,Fam83h
2300,Fam84b
2301,Fam89a
2302,Fam89b
2303,Fam8a1
2304,Fam91a1
2305,Fam92a
2306,Fam98a
2307,Fam98b
2308,Fam98c
2309,Fancl
2310,Farp1
2311,Farp2
2312,Fars2
2313,Farsa
2314,Farsb
2315,Fas
2316,Fasn
2317,Fastk
2318,Fastkd1
2319,Fastkd2
2320,Fastkd3
2321,Fat1
2322,Fau
2323,Fbh1
2324,Fbl
2325,Fbp1
2326,Fbrs
2327,Fbrsl1
2328,Fbxl13
2329,Fbxl14
2330,Fbxl15
2331,Fbxl17
2332,Fbxl20
2333,Fbxl3
2334,Fbxl4
2335,Fbxl5
2336,Fbxo11
2337,Fbxo21
2338,Fbxo22
2339,Fbxo25
2340,Fbxo28
2341,Fbxo3
2342,Fbxo30
2343,Fbxo31
2344,Fbxo33
2345,Fbxo34
2346,Fbxo36
2347,Fbxo38
2348,Fbxo4
2349,Fbxo42
2350,Fbxo45
2351,Fbxo6
2352,Fbxo7
2353,Fbxo8
2354,Fbxo9
2355,Fbxw11
2356,Fbxw2
2357,Fbxw4
2358,Fbxw5
2359,Fbxw7
2360,Fbxw8
2361,Fbxw9
2362,Fcf1
2363,Fcgrt
2364,Fcho2
2365,Fchsd2
2366,Fcrla
2367,Fdft1
2368,Fdx1
2369,Fdxr
2370,Fech
2371,Fem1a
2372,Fem1b
2373,Fem1c
2374,Fer
2375,Fermt2
2376,Fetub
2377,Fez2
2378,Fga
2379,Fgb
2380,Fgd4
2381,Fgd6
2382,Fgf1
2383,Fgf21
2384,Fgfr1op
2385,Fgfr1op2
2386,Fgfr2
2387,Fgfr3
2388,Fgfr4
2389,Fgfrl1
2390,Fgg
2391,Fggy
2392,Fgl1
2393,Fh1
2394,Fhl3
2395,Fibp
2396,Ficd
2397,Fig4
2398,Fign
2399,Fip1l1
2400,Fis1
2401,Fitm1
2402,Fitm2
2403,Fiz1
2404,Fkbp11
2405,Fkbp15
2406,Fkbp1a
2407,Fkbp2
2408,Fkbp3
2409,Fkbp4
2410,Fkbp5
2411,Fkbp8
2412,Fkbp9
2413,Fkrp
2414,Fktn
2415,Flad1
2416,Flcn
2417,Flii
2418,Flnb
2419,Flot1
2420,Flot2
2421,Flywch1
2422,Fmc1
2423,Fmo1
2424,Fmo2
2425,Fmo3
2426,Fmo4
2427,Fmo5
2428,Fmr1
2429,Fn1
2430,Fn3k
2431,Fnbp1
2432,Fnbp1l
2433,Fnbp4
2434,Fndc3a
2435,Fndc3b
2436,Fndc4
2437,Fnip1
2438,Fnip2
2439,Fnta
2440,Fopnl
2441,Fos
2442,Fosb
2443,Fosl2
2444,Foxa1
2445,Foxa2
2446,Foxa3
2447,Foxj3
2448,Foxk1
2449,Foxk2
2450,Foxn2
2451,Foxn3
2452,Foxo1
2453,Foxo3
2454,Foxo4
2455,Foxp1
2456,Foxp4
2457,Foxq1
2458,Foxred1
2459,Fpgs
2460,Fpgt
2461,Fra10ac1
2462,Frat1
2463,Frg1
2464,Frk
2465,Frmd4b
2466,Frmd6
2467,Frmd8
2468,Frrs1
2469,Frs2
2470,Fryl
2471,Fst
2472,Ftcd
2473,Fth1
2474,Ftl1
2475,Ftl1-ps1
2476,Fto
2477,Ftsj1
2478,Ftsj3
2479,Fubp1
2480,Fubp3
2481,Fuca1
2482,Fuca2
2483,Fundc1
2484,Fundc2
2485,Fuom
2486,Furin
2487,Fus
2488,Fut8
2489,Fxn
2490,Fxr1
2491,Fxr2
2492,Fxyd1
2493,Fyb
2494,Fyb2
2495,Fyco1
2496,Fyttd1
2497,Fzd4
2498,Fzd7
2499,Fzd8
2500,Fzr1
2501,G0s2
2502,G3bp1
2503,G3bp2
2504,G6pc
2505,G6pdx
2506,Gaa
2507,Gab1
2508,Gabarap
2509,Gabarapl1
2510,Gabarapl2
2511,Gabbr2
2512,Gabpa
2513,Gabpb1
2514,Gabpb2
2515,Gabrb1
2516,Gadd45a
2517,Gadd45b
2518,Gadd45g
2519,Gadd45gip1
2520,Gak
2521,Gale
2522,Galk1
2523,Galk2
2524,Galm
2525,Galns
2526,Galnt1
2527,Galnt11
2528,Galnt17
2529,Gamt
2530,Gan
2531,Ganab
2532,Ganc
2533,Gapdh
2534,Gapvd1
2535,Gar1
2536,Garem1
2537,Gars
2538,Gart
2539,Gas1
2540,Gas2
2541,Gas2l1
2542,Gas6
2543,Gas7
2544,Gata4
2545,Gata6
2546,Gatad1
2547,Gatad2a
2548,Gatad2b
2549,Gatb
2550,Gatc
2551,Gatd1
2552,Gba
2553,Gbe1
2554,Gbf1
2555,Gbp2
2556,Gbp3
2557,Gbp7
2558,Gbp8
2559,Gc
2560,Gca
2561,Gcat
2562,Gcc1
2563,Gcc2
2564,Gcdh
2565,Gcgr
2566,Gch1
2567,Gchfr
2568,Gck
2569,Gckr
2570,Gclc
2571,Gclm
2572,Gcn1l1
2573,Gcnt2
2574,Gcsh
2575,Gda
2576,Gdap2
2577,Gde1
2578,Gdf15
2579,Gdi1
2580,Gdi2
2581,Gemin2
2582,Gemin5
2583,Gemin6
2584,Gemin7
2585,Get4
2586,Gfer
2587,Gfm1
2588,Gfm2
2589,Gfpt1
2590,Gfra1
2591,Gga1
2592,Gga2
2593,Ggact
2594,Ggct
2595,Ggcx
2596,Ggh
2597,Ggnbp1
2598,Ggnbp2
2599,Ggps1
2600,Ggt6
2601,Ghdc
2602,Ghitm
2603,Ghr
2604,Gid4
2605,Gid8
2606,Gigyf1
2607,Gigyf2
2608,Gimap8
2609,Gimap9
2610,Gimd1
2611,Ginm1
2612,Gins4
2613,Gipc1
2614,Git2
2615,Gjb1
2616,Gjb2
2617,Gk
2618,Gkap1
2619,Gla
2620,Glb1
2621,Glce
2622,Gldc
2623,Gle1
2624,Glg1
2625,Glmp
2626,Glod4
2627,Glrx
2628,Glrx2
2629,Glrx3
2630,Glrx5
2631,Gls2
2632,Glt1d1
2633,Gltpd2
2634,Glud1
2635,Glul
2636,Glyat
2637,Glyctk
2638,Glyr1
2639,Gm10031
2640,Gm10053
2641,Gm10073
2642,Gm10131
2643,Gm10184
2644,Gm10260
2645,Gm10273
2646,Gm10282
2647,Gm10320
2648,Gm10639
2649,Gm10800
2650,Gm10801
2651,Gm10837
2652,Gm11273
2653,Gm11361
2654,Gm11808
2655,Gm12166
2656,Gm12184
2657,Gm12185
2658,Gm12355
2659,Gm14288
2660,Gm14295
2661,Gm14296
2662,Gm14399
2663,Gm14403
2664,Gm14418
2665,Gm15013
2666,Gm15446
2667,Gm16286
2668,Gm17018
2669,Gm17660
2670,Gm2000
2671,Gm20388
2672,Gm20390
2673,Gm20425
2674,Gm20431
2675,Gm20441
2676,Gm20449
2677,Gm20458
2678,Gm20498
2679,Gm20503
2680,Gm20518
2681,Gm20521
2682,Gm20537
2683,Gm20538
2684,Gm20547
2685,Gm20594
2686,Gm20671
2687,Gm20683
2688,Gm20696
2689,Gm20708
2690,Gm20716
2691,Gm21887
2692,Gm21969
2693,Gm21974
2694,Gm21988
2695,Gm21992
2696,Gm26938
2697,Gm27021
2698,Gm27027
2699,Gm27029
2700,Gm28035
2701,Gm28036
2702,Gm28043
2703,Gm28047
2704,Gm28048
2705,Gm28051
2706,Gm28285
2707,Gm28374
2708,Gm28551
2709,Gm28557
2710,Gm28635
2711,Gm29394
2712,Gm29609
2713,Gm2a
2714,Gm33543
2715,Gm3550
2716,Gm36028
2717,Gm37240
2718,Gm3776
2719,Gm37988
2720,Gm38303
2721,Gm3839
2722,Gm38392
2723,Gm38393
2724,Gm4070
2725,Gm42416
2726,Gm42417
2727,Gm42420
2728,Gm42688
2729,Gm42791
2730,Gm43191
2731,Gm43302
2732,Gm43552
2733,Gm43738
2734,Gm44502
2735,Gm44503
2736,Gm44805
2737,Gm45021
2738,Gm45140
2739,Gm45194
2740,Gm45208
2741,Gm45234
2742,Gm45716
2743,Gm45717
2744,Gm45753
2745,Gm45785
2746,Gm45808
2747,Gm45871
2748,Gm47283
2749,Gm4737
2750,Gm4756
2751,Gm4788
2752,Gm4841
2753,Gm49354
2754,Gm49355
2755,Gm49356
2756,Gm49358
2757,Gm49361
2758,Gm49366
2759,Gm49369
2760,Gm49380
2761,Gm49387
2762,Gm49388
2763,Gm49416
2764,Gm49450
2765,Gm4951
2766,Gm4952
2767,Gm49527
2768,Gm49673
2769,Gm5096
2770,Gm5617
2771,Gm5678
2772,Gm6133
2773,Gm6169
2774,Gm6665
2775,Gm6710
2776,Gm7030
2777,Gm7298
2778,Gm7324
2779,Gm7694
2780,Gm8797
2781,Gm9774
2782,Gmcl1
2783,Gmds
2784,Gmeb1
2785,Gmeb2
2786,Gmfb
2787,Gmnn
2788,Gmppa
2789,Gmppb
2790,Gmpr2
2791,Gmps
2792,Gna11
2793,Gna12
2794,Gna13
2795,Gnai2
2796,Gnai3
2797,Gnal
2798,Gnaq
2799,Gnas
2800,Gnaz
2801,Gnb1
2802,Gne
2803,Gng11
2804,Gng12
2805,Gng5
2806,Gnl1
2807,Gnl2
2808,Gnl3
2809,Gnl3l
2810,Gnmt
2811,Gnpat
2812,Gnpda1
2813,Gnpnat1
2814,Gnptg
2815,Gns
2816,Golga1
2817,Golga2
2818,Golga3
2819,Golga4
2820,Golga5
2821,Golga7
2822,Golgb1
2823,Golim4
2824,Golph3
2825,Golt1a
2826,Gon4l
2827,Gopc
2828,Gorasp2
2829,Gosr1
2830,Gosr2
2831,Got1
2832,Got2
2833,Gpaa1
2834,Gpalpp1
2835,Gpam
2836,Gpank1
2837,Gpat3
2838,Gpat4
2839,Gpatch1
2840,Gpatch11
2841,Gpatch2
2842,Gpatch2l
2843,Gpatch4
2844,Gpatch8
2845,Gpbp1
2846,Gpbp1l1
2847,Gpc4
2848,Gpcpd1
2849,Gpd1
2850,Gpd1l
2851,Gpd2
2852,Gphn
2853,Gpi1
2854,Gpkow
2855,Gpld1
2856,Gpn1
2857,Gpn2
2858,Gpn3
2859,Gpr107
2860,Gpr108
2861,Gpr137
2862,Gpr146
2863,Gpr155
2864,Gpr180
2865,Gpr89
2866,Gprasp1
2867,Gprc5c
2868,Gprin3
2869,Gps1
2870,Gps2
2871,Gpsm2
2872,Gpt
2873,Gpt2
2874,Gpx1
2875,Gpx4
2876,Gramd1a
2877,Gramd1c
2878,Gramd3
2879,Grb14
2880,Grb2
2881,Grb7
2882,Grcc10
2883,Grem2
2884,Grhpr
2885,Grik3
2886,Grina
2887,Gripap1
2888,Grk2
2889,Grk6
2890,Grn
2891,Grpel1
2892,Grpel2
2893,Grsf1
2894,Grtp1
2895,Grwd1
2896,Gsap
2897,Gsdmd
2898,Gsk3a
2899,Gsk3b
2900,Gskip
2901,Gspt1
2902,Gsr
2903,Gss
2904,Gsta1
2905,Gsta2
2906,Gsta3
2907,Gsta4
2908,Gstk1
2909,Gstm1
2910,Gstm2
2911,Gstm3
2912,Gstm4
2913,Gstm5
2914,Gstm6
2915,Gstm7
2916,Gsto1
2917,Gstp1
2918,Gstp2
2919,Gstp3
2920,Gstt1
2921,Gstt2
2922,Gstz1
2923,Gtf2a1
2924,Gtf2a2
2925,Gtf2b
2926,Gtf2e1
2927,Gtf2e2
2928,Gtf2f1
2929,Gtf2f2
2930,Gtf2h1
2931,Gtf2h2
2932,Gtf2h3
2933,Gtf2h4
2934,Gtf2h5
2935,Gtf2i
2936,Gtf2ird1
2937,Gtf3a
2938,Gtf3c1
2939,Gtf3c3
2940,Gtf3c4
2941,Gtf3c6
2942,Gtpbp1
2943,Gtpbp10
2944,Gtpbp2
2945,Gtpbp4
2946,Gtpbp6
2947,Gtpbp8
2948,Gucd1
2949,Guf1
2950,Guk1
2951,Gulo
2952,Gusb
2953,Gvin1
2954,Gxylt1
2955,Gyg
2956,Gypc
2957,Gys2
2958,Gzf1
2959,H13
2960,H1f0
2961,H2afj
2962,H2afv
2963,H2afx
2964,H2afy
2965,H2afz
2966,H3f3a
2967,H3f3b
2968,H6pd
2969,Haao
2970,Habp2
2971,Habp4
2972,Hacd1
2973,Hacd2
2974,Hacd3
2975,Hadh
2976,Hadha
2977,Hadhb
2978,Hagh
2979,Hal
2980,Hamp
2981,Hamp2
2982,Hao1
2983,Hao2
2984,Hapln4
2985,Harbi1
2986,Hars
2987,Hars2
2988,Hat1
2989,Haus2
2990,Haus4
2991,Haus7
2992,Hax1
2993,Hba-a1
2994,Hbb-bs
2995,Hbegf
2996,Hbp1
2997,Hbs1l
2998,Hc
2999,Hcar2
3000,Hccs
3001,Hcfc1
3002,Hcfc1r1
3003,Hcfc2
3004,Hdac1
3005,Hdac10
3006,Hdac11
3007,Hdac2
3008,Hdac3
3009,Hdac4
3010,Hdac5
3011,Hdac6
3012,Hdgf
3013,Hdgfl2
3014,Hdhd2
3015,Hdhd3
3016,Hdlbp
3017,Heatr1
3018,Heatr3
3019,Heatr6
3020,Hebp1
3021,Heca
3022,Hectd1
3023,Hectd3
3024,Hectd4
3025,Helb
3026,Helz
3027,Helz2
3028,Hemk1
3029,Heph
3030,Herc1
3031,Herc2
3032,Herc4
3033,Herc6
3034,Herpud1
3035,Herpud2
3036,Hes1
3037,Hes6
3038,Hexa
3039,Hexb
3040,Hexim1
3041,Hfe
3042,Hfe2
3043,Hgd
3044,Hgfac
3045,Hgs
3046,Hgsnat
3047,Hhex
3048,Hhla1
3049,Hibadh
3050,Hibch
3051,Hif1a
3052,Hif1an
3053,Higd1a
3054,Higd2a
3055,Hikeshi
3056,Hilpda
3057,Hint1
3058,Hint2
3059,Hint3
3060,Hip1r
3061,Hipk1
3062,Hipk2
3063,Hipk3
3064,Hist1h1c
3065,Hist1h2ak
3066,Hist1h2ao
3067,Hist1h2ap
3068,Hist1h2bc
3069,Hist1h2be
3070,Hist1h2bg
3071,Hist1h2bh
3072,Hist1h2bj
3073,Hist1h2bl
3074,Hist1h2bm
3075,Hist2h2aa2
3076,Hist2h2ac
3077,Hivep1
3078,Hivep2
3079,Hjurp
3080,Hlcs
3081,Hlf
3082,Hltf
3083,Hmbox1
3084,Hmbs
3085,Hmces
3086,Hmg20b
3087,Hmga1b
3088,Hmgb1
3089,Hmgb2
3090,Hmgb3
3091,Hmgcl
3092,Hmgcr
3093,Hmgcs1
3094,Hmgcs2
3095,Hmgn1
3096,Hmgn2
3097,Hmgn5
3098,Hmgxb3
3099,Hmox1
3100,Hmox2
3101,Hnf1a
3102,Hnf1b
3103,Hnf4a
3104,Hnmt
3105,Hnrnpa0
3106,Hnrnpa1
3107,Hnrnpa2b1
3108,Hnrnpa3
3109,Hnrnpab
3110,Hnrnpc
3111,Hnrnpd
3112,Hnrnpdl
3113,Hnrnpf
3114,Hnrnph1
3115,Hnrnph2
3116,Hnrnph3
3117,Hnrnpk
3118,Hnrnpl
3119,Hnrnpll
3120,Hnrnpm
3121,Hnrnpr
3122,Hnrnpu
3123,Hnrnpul1
3124,Hnrnpul2
3125,Hoga1
3126,Homer1
3127,Homer2
3128,Hook1
3129,Hook2
3130,Hook3
3131,Hopx
3132,Hp
3133,Hp1bp3
3134,Hpcal1
3135,Hpf1
3136,Hpgd
3137,Hpn
3138,Hprt
3139,Hps1
3140,Hps4
3141,Hpx
3142,Hras
3143,Hrg
3144,Hs1bp3
3145,Hs2st1
3146,Hs3st3b1
3147,Hs6st1
3148,Hsbp1
3149,Hscb
3150,Hsd11b1
3151,Hsd17b10
3152,Hsd17b11
3153,Hsd17b12
3154,Hsd17b13
3155,Hsd17b2
3156,Hsd17b4
3157,Hsd17b6
3158,Hsd17b7
3159,Hsd3b2
3160,Hsd3b3
3161,Hsd3b6
3162,Hsdl2
3163,Hsf1
3164,Hsf2
3165,Hsp90aa1
3166,Hsp90ab1
3167,Hsp90b1
3168,Hspa13
3169,Hspa14
3170,Hspa1a
3171,Hspa1b
3172,Hspa4
3173,Hspa4l
3174,Hspa5
3175,Hspa8
3176,Hspa9
3177,Hspb1
3178,Hspb11
3179,Hspb6
3180,Hspb8
3181,Hspbp1
3182,Hspd1
3183,Hspe1
3184,Hsph1
3185,Htatip2
3186,Htatsf1
3187,Htra2
3188,Htt
3189,Hus1
3190,Huwe1
3191,Hyal1
3192,Hyal2
3193,Hykk
3194,Hyou1
3195,Iah1
3196,Iars
3197,Iars2
3198,Iba57
3199,Ibtk
3200,Icam1
3201,Ice1
3202,Ice2
3203,Ick
3204,Icmt
3205,Id1
3206,Id2
3207,Id3
3208,Ide
3209,Idh1
3210,Idh2
3211,Idh3a
3212,Idh3b
3213,Idh3g
3214,Idi1
3215,Idnk
3216,Ido2
3217,Ier2
3218,Ier3
3219,Ier3ip1
3220,Ier5
3221,Iffo2
3222,Ifi27
3223,Ifi27l2b
3224,Ifi35
3225,Ifi44
