,0
3226,Ifih1
3227,Ifit1
3228,Ifit2
3229,Ifit3
3230,Ifit3b
3231,Ifitm3
3232,Ifnar1
3233,Ifnar2
3234,Ifnb1
3235,Ifngr1
3236,Ifngr2
3237,Ifrd1
3238,Ifrd2
3239,Ift20
3240,Ift27
3241,Ift46
3242,Ift52
3243,Ift74
3244,Igbp1
3245,Igf1
3246,Igf2bp2
3247,Igf2r
3248,Igfals
3249,Igfbp1
3250,Igfbp2
3251,Igfbp4
3252,Igip
3253,Igsf11
3254,Igsf5
3255,Igtp
3256,Iigp1
3257,Ik
3258,Ikbkb
3259,Ikbke
3260,Ikbkg
3261,Il11ra1
3262,Il13ra1
3263,Il15ra
3264,Il17ra
3265,Il17rb
3266,Il17rc
3267,Il18
3268,Il18bp
3269,Il1r1
3270,Il1rap
3271,Il1rn
3272,Il2
3273,Il31ra
3274,Il33
3275,Il4ra
3276,Il6ra
3277,Il6st
3278,Ildr2
3279,Ilf2
3280,Ilf3
3281,Ilk
3282,Ilkap
3283,Ilvbl
3284,Immp1l
3285,Immp2l
3286,Immt
3287,Imp3
3288,Imp4
3289,Impa1
3290,Impact
3291,Impad1
3292,Impdh2
3293,Inca1
3294,Inf2
3295,Ing1
3296,Ing2
3297,Ing3
3298,Ing4
3299,Ing5
3300,Inhba
3301,Inhbc
3302,Inhbe
3303,Inmt
3304,Ino80
3305,Ino80b
3306,Ino80c
3307,Ino80d
3308,Ino80e
3309,Inpp1
3310,Inpp4a
3311,Inpp5a
3312,Inpp5b
3313,Inpp5e
3314,Inpp5f
3315,Inpp5k
3316,Inppl1
3317,Insc
3318,Insig1
3319,Insig2
3320,Insr
3321,Ints1
3322,Ints11
3323,Ints12
3324,Ints13
3325,Ints14
3326,Ints3
3327,Ints4
3328,Ints6
3329,Ints7
3330,Ints8
3331,Ints9
3332,Invs
3333,Ip6k1
3334,Ip6k2
3335,Ipmk
3336,Ipo11
3337,Ipo13
3338,Ipo4
3339,Ipo5
3340,Ipo7
3341,Ipo8
3342,Ipo9
3343,Ipp
3344,Ippk
3345,Iqcb1
3346,Iqcc
3347,Iqgap2
3348,Iqsec1
3349,Iqsec2
3350,Irak1
3351,Irak2
3352,Irak4
3353,Ireb2
3354,Irf1
3355,Irf2
3356,Irf2bp1
3357,Irf2bp2
3358,Irf2bpl
3359,Irf3
3360,Irf5
3361,Irf6
3362,Irf7
3363,Irf9
3364,Irgm1
3365,Irgm2
3366,Irgq
3367,Irs1
3368,Irs2
3369,Isca1
3370,Isca2
3371,Iscu
3372,Isg15
3373,Isg20
3374,Isg20l2
3375,Isoc1
3376,Isoc2a
3377,Isoc2b
3378,Ispd
3379,Ist1
3380,Isyna1
3381,Itch
3382,Itfg1
3383,Itga1
3384,Itga6
3385,Itgav
3386,Itgb1
3387,Itgb1bp1
3388,Itgb3bp
3389,Itgb5
3390,Itih1
3391,Itih2
3392,Itih3
3393,Itih4
3394,Itih5
3395,Itm2b
3396,Itm2c
3397,Itpa
3398,Itpk1
3399,Itpkc
3400,Itpr1
3401,Itpr2
3402,Itprid2
3403,Itsn1
3404,Itsn2
3405,Ivd
3406,Ivns1abp
3407,Iws1
3408,Iyd
3409,Jade1
3410,Jade2
3411,Jagn1
3412,Jak1
3413,Jak2
3414,Jak3
3415,Jarid2
3416,Jkamp
3417,Jmjd1c
3418,Jmjd4
3419,Jmjd6
3420,Jmy
3421,Josd1
3422,Josd2
3423,Jpt1
3424,Jpt2
3425,Jtb
3426,Jun
3427,Junb
3428,Jund
3429,Jup
3430,Kalrn
3431,Kank1
3432,Kank2
3433,Kansl1
3434,Kansl1l
3435,Kansl2
3436,Kansl3
3437,Kars
3438,Kat14
3439,Kat2a
3440,Kat2b
3441,Kat6a
3442,Kat6b
3443,Kat7
3444,Kat8
3445,Katna1
3446,Katnbl1
3447,Kbtbd2
3448,Kbtbd4
3449,Kbtbd7
3450,Kcmf1
3451,Kcnc4
3452,Kcnk2
3453,Kcnk5
3454,Kcnn2
3455,Kcnq5
3456,Kctd16
3457,Kctd2
3458,Kctd20
3459,Kctd3
3460,Kctd6
3461,Kctd9
3462,Kdelc2
3463,Kdelr1
3464,Kdelr2
3465,Kdf1
3466,Kdm1a
3467,Kdm1b
3468,Kdm2a
3469,Kdm3a
3470,Kdm4a
3471,Kdm4c
3472,Kdm5a
3473,Kdm5b
3474,Kdm5c
3475,Kdm6a
3476,Kdm6b
3477,Kdm7a
3478,Kdsr
3479,Keap1
3480,Keg1
3481,Khdc4
3482,Khdrbs1
3483,Khdrbs3
3484,Khk
3485,Khnyn
3486,Khsrp
3487,Kidins220
3488,Kif11
3489,Kif13a
3490,Kif13b
3491,Kif16b
3492,Kif1b
3493,Kif1bp
3494,Kif1c
3495,Kif21a
3496,Kif28
3497,Kif2a
3498,Kif3a
3499,Kif3b
3500,Kif5b
3501,Kifap3
3502,Kifc3
3503,Kin
3504,Kiz
3505,Klb
3506,Klc4
3507,Klf10
3508,Klf11
3509,Klf12
3510,Klf13
3511,Klf15
3512,Klf3
3513,Klf6
3514,Klf9
3515,Klhdc10
3516,Klhdc2
3517,Klhdc3
3518,Klhdc4
3519,Klhdc7a
3520,Klhl12
3521,Klhl13
3522,Klhl2
3523,Klhl21
3524,Klhl22
3525,Klhl24
3526,Klhl25
3527,Klhl28
3528,Klhl3
3529,Klhl5
3530,Klhl7
3531,Klhl9
3532,Klkb1
3533,Kmo
3534,Kmt2a
3535,Kmt2c
3536,Kmt2d
3537,Kmt2e
3538,Kmt5a
3539,Kmt5b
3540,Kng1
3541,Kng2
3542,Knop1
3543,Kpna1
3544,Kpna2
3545,Kpna3
3546,Kpna4
3547,Kpna6
3548,Kpnb1
3549,Kptn
3550,Kras
3551,Krba1
3552,Krcc1
3553,Krit1
3554,Krr1
3555,Krt18
3556,Krt8
3557,Krtcap2
3558,Ktn1
3559,Kxd1
3560,Kyat1
3561,Kyat3
3562,Kynu
3563,L2hgdh
3564,L3hypdh
3565,L3mbtl2
3566,L3mbtl3
3567,Lacc1
3568,Lactb
3569,Lactb2
3570,Lage3
3571,Lama3
3572,Lamp1
3573,Lamp2
3574,Lamtor1
3575,Lamtor2
3576,Lamtor3
3577,Lamtor4
3578,Lamtor5
3579,Lancl1
3580,Lancl2
3581,Lap3
3582,Laptm4a
3583,Laptm4b
3584,Larp1
3585,Larp1b
3586,Larp4
3587,Larp4b
3588,Larp7
3589,Lars
3590,Lars2
3591,Las1l
3592,Lasp1
3593,Lats1
3594,Lbhd1
3595,Lbp
3596,Lbr
3597,Lcat
3598,Lclat1
3599,Lcmt1
3600,Lcmt2
3601,Lcn2
3602,Lcor
3603,Lcorl
3604,Lcp1
3605,Ldah
3606,Ldb1
3607,Ldha
3608,Ldhd
3609,Ldlr
3610,Ldlrad3
3611,Ldlrap1
3612,Leap2
3613,Lect2
3614,Lemd2
3615,Lemd3
3616,Lenep
3617,Leng1
3618,Leng8
3619,Leo1
3620,Lepr
3621,Leprot
3622,Leprotl1
3623,Letm1
3624,Letmd1
3625,Lgals1
3626,Lgals3bp
3627,Lgals8
3628,Lgals9
3629,Lgalsl
3630,Lgmn
3631,Lgr4
3632,Lgr5
3633,Lhpp
3634,Lias
3635,Lifr
3636,Lig1
3637,Lig3
3638,Lig4
3639,Lima1
3640,Limd1
3641,Limd2
3642,Lims1
3643,Lims2
3644,Lin37
3645,Lin52
3646,Lin7a
3647,Lin7c
3648,Lipa
3649,Lipc
3650,Lipe
3651,Lipg
3652,Litaf
3653,Llgl2
3654,Llph
3655,Lman1
3656,Lman2
3657,Lman2l
3658,Lmbrd1
3659,Lmbrd2
3660,Lmf1
3661,Lmf2
3662,Lmna
3663,Lmo4
3664,Lmo7
3665,Lmtk2
3666,Lnpep
3667,Lnx2
3668,Lonp1
3669,Lonp2
3670,Loxl4
3671,Lpar6
3672,Lpcat3
3673,Lpgat1
3674,Lpin1
3675,Lpl
3676,Lpp
3677,Lrba
3678,Lrch3
3679,Lrch4
3680,Lrfn3
3681,Lrg1
3682,Lrif1
3683,Lrig1
3684,Lrig3
3685,Lrit1
3686,Lrp1
3687,Lrp10
3688,Lrp1b
3689,Lrp3
3690,Lrp5
3691,Lrp6
3692,Lrpap1
3693,Lrpprc
3694,Lrrc14
3695,Lrrc20
3696,Lrrc24
3697,Lrrc28
3698,Lrrc3
3699,Lrrc40
3700,Lrrc41
3701,Lrrc42
3702,Lrrc47
3703,Lrrc57
3704,Lrrc58
3705,Lrrc59
3706,Lrrc61
3707,Lrrc8a
3708,Lrrc8d
3709,Lrrfip1
3710,Lrrfip2
3711,Lrsam1
3712,Lrtm1
3713,Lsg1
3714,Lsm1
3715,Lsm10
3716,Lsm12
3717,Lsm14a
3718,Lsm14b
3719,Lsm2
3720,Lsm3
3721,Lsm4
3722,Lsm5
3723,Lsm6
3724,Lsm7
3725,Lsm8
3726,Lsr
3727,Lss
3728,Lta4h
3729,Ltbr
3730,Ltn1
3731,Ltv1
3732,Luc7l
3733,Luc7l2
3734,Luc7l3
3735,Lurap1l
3736,Luzp1
3737,Ly6a
3738,Ly6d
3739,Ly6e
3740,Ly96
3741,Lyar
3742,Lyn
3743,Lypla1
3744,Lypla2
3745,Lyplal1
3746,Lyrm2
3747,Lyrm4
3748,Lyrm9
3749,Lysmd1
3750,Lysmd3
3751,Lyst
3752,Lztfl1
3753,Lztr1
3754,Lzts3
3755,M6pr
3756,Macf1
3757,Maco1
3758,Macrod1
3759,Macrod2
3760,Mad2l1bp
3761,Mad2l2
3762,Madd
3763,Maea
3764,Maf
3765,Maf1
3766,Mafb
3767,Maff
3768,Mafk
3769,Maged1
3770,Magi1
3771,Magi3
3772,Magix
3773,Magoh
3774,Magohb
3775,Magt1
3776,Maip1
3777,Mak16
3778,Mal2
3779,Malsu1
3780,Mamdc4
3781,Maml1
3782,Man1a
3783,Man1a2
3784,Man1b1
3785,Man2a1
3786,Man2a2
3787,Man2b1
3788,Man2b2
3789,Man2c1
3790,Manba
3791,Manbal
3792,Manea
3793,Manf
3794,Maoa
3795,Maob
3796,Map1lc3a
3797,Map2k1
3798,Map2k2
3799,Map2k3
3800,Map2k4
3801,Map2k5
3802,Map2k7
3803,Map3k1
3804,Map3k10
3805,Map3k11
3806,Map3k13
3807,Map3k2
3808,Map3k20
3809,Map3k4
3810,Map3k5
3811,Map3k7
3812,Map4
3813,Map4k3
3814,Map4k4
3815,Map4k5
3816,Map7
3817,Map7d1
3818,Mapk1
3819,Mapk14
3820,Mapk1ip1
3821,Mapk1ip1l
3822,Mapk3
3823,Mapk6
3824,Mapk8
3825,Mapk9
3826,Mapkap1
3827,Mapkapk2
3828,Mapre1
3829,Mapre2
3830,Mapre3
3831,Marc1
3832,Marc2
3833,March2
3834,March5
3835,March6
3836,March7
3837,March8
3838,Marcks
3839,Marf1
3840,Mark2
3841,Mark3
3842,Mark4
3843,Mars
3844,Marveld1
3845,Marveld2
3846,Masp1
3847,Masp2
3848,Mast2
3849,Mast3
3850,Mast4
3851,Mat1a
3852,Mat2a
3853,Mat2b
3854,Matr3
3855,Mavs
3856,Max
3857,Maz
3858,Mb21d2
3859,Mbd1
3860,Mbd2
3861,Mbd3
3862,Mbd5
3863,Mbd6
3864,Mbl1
3865,Mbl2
3866,Mblac2
3867,Mbnl1
3868,Mbnl2
3869,Mboat7
3870,Mbtd1
3871,Mbtps1
3872,Mbtps2
3873,Mcat
3874,Mcc
3875,Mccc1
3876,Mccc2
3877,Mcee
3878,Mcfd2
3879,Mcl1
3880,Mcm10
3881,Mcm3ap
3882,Mcm6
3883,Mcm7
3884,Mcmbp
3885,Mcoln1
3886,Mcrip1
3887,Mcrip2
3888,Mctp2
3889,Mcts1
3890,Mcu
3891,Mcur1
3892,Mdc1
3893,Mdfic
3894,Mdh1
3895,Mdh2
3896,Mdm2
3897,Mdm4
3898,Mdn1
3899,Me1
3900,Meaf6
3901,Mecp2
3902,Mecr
3903,Med1
3904,Med10
3905,Med11
3906,Med13
3907,Med13l
3908,Med14
3909,Med15
3910,Med16
3911,Med17
3912,Med19
3913,Med20
3914,Med21
3915,Med22
3916,Med25
3917,Med28
3918,Med29
3919,Med30
3920,Med4
3921,Med6
3922,Med7
3923,Med8
3924,Med9
3925,Mef2a
3926,Mef2d
3927,Megf9
3928,Meiob
3929,Memo1
3930,Men1
3931,Mepce
3932,Mertk
3933,Mesd
3934,Met
3935,Metap1
3936,Metap1d
3937,Metap2
3938,Methig1
3939,Mettl1
3940,Mettl13
3941,Mettl16
3942,Mettl17
3943,Mettl21a
3944,Mettl22
3945,Mettl23
3946,Mettl27
3947,Mettl3
3948,Mettl4
3949,Mettl5
3950,Mettl6
3951,Mettl7a1
3952,Mettl7b
3953,Mettl8
3954,Mettl9
3955,Mex3c
3956,Mfap1a
3957,Mfap1b
3958,Mfap3
3959,Mff
3960,Mfhas1
3961,Mfn1
3962,Mfn2
3963,Mfsd1
3964,Mfsd11
3965,Mfsd12
3966,Mfsd14a
3967,Mfsd14b
3968,Mfsd2a
3969,Mfsd3
3970,Mfsd4b1
3971,Mfsd4b3
3972,Mfsd5
3973,Mfsd6
3974,Mfsd8
3975,Mga
3976,Mgam
3977,Mgat1
3978,Mgat2
3979,Mgat4b
3980,Mgat5
3981,Mgea5
3982,Mgll
3983,Mgme1
3984,Mgmt
3985,Mgrn1
3986,Mgst1
3987,Mgst3
3988,Mia2
3989,Mia3
3990,Mib1
3991,Mib2
3992,Mical2
3993,Mical3
3994,Micu1
3995,Micu2
3996,Mid1ip1
3997,Midn
3998,Mief1
3999,Mief2
4000,Mien1
4001,Mier1
4002,Mier3
4003,Mif
4004,Mif4gd
4005,Miga2
4006,Miip
4007,Mindy1
4008,Mindy2
4009,Mindy3
4010,Mink1
4011,Minos1
4012,Minpp1
4013,Mios
4014,Mipep
4015,Mis12
4016,Mitd1
4017,Mkks
4018,Mkln1
4019,Mknk1
4020,Mknk2
4021,Mkrn1
4022,Mkrn2
4023,Mkrn2os
4024,Mlec
4025,Mlf2
4026,Mlh1
4027,Mlh3
4028,Mlkl
4029,Mllt1
4030,Mllt10
4031,Mllt3
4032,Mllt6
4033,Mlx
4034,Mlxipl
4035,Mlycd
4036,Mmaa
4037,Mmab
4038,Mmachc
4039,Mmadhc
4040,Mmd
4041,Mmd2
4042,Mme
4043,Mmgt1
4044,Mmp11
4045,Mmp14
4046,Mmp15
4047,Mmp19
4048,Mms19
4049,Mn1
4050,Mnat1
4051,Mnd1
4052,Mnt
4053,Mob1a
4054,Mob1b
4055,Mob2
4056,Mob3b
4057,Mob3c
4058,Mob4
4059,Mocos
4060,Mocs1
4061,Mocs2
4062,Mocs3
4063,Mogs
4064,Mon1a
4065,Mon1b
4066,Mon2
4067,Morc3
4068,Morf4l1
4069,Morf4l2
4070,Morn2
4071,Mosmo
4072,Mospd1
4073,Mospd2
4074,Mospd3
4075,Mov10
4076,Mpc1
4077,Mpc2
4078,Mpdu1
4079,Mpdz
4080,Mpeg1
4081,Mpg
4082,Mphosph10
4083,Mphosph8
4084,Mpi
4085,Mplkip
4086,Mpnd
4087,Mpp1
4088,Mpp4
4089,Mpp5
4090,Mpp6
4091,Mpp7
4092,Mppe1
4093,Mprip
4094,Mpst
4095,Mpv17
4096,Mpv17l
4097,Mpv17l2
4098,Mpzl2
4099,Mrap
4100,Mreg
4101,Mrfap1
4102,Mrgbp
4103,Mri1
4104,Mrm2
4105,Mrm3
4106,Mrnip
4107,Mroh1
4108,Mroh5
4109,Mrpl1
4110,Mrpl10
4111,Mrpl11
4112,Mrpl12
4113,Mrpl13
4114,Mrpl14
4115,Mrpl15
4116,Mrpl16
4117,Mrpl17
4118,Mrpl18
4119,Mrpl19
4120,Mrpl20
4121,Mrpl21
4122,Mrpl22
4123,Mrpl23
4124,Mrpl24
4125,Mrpl27
4126,Mrpl28
4127,Mrpl3
4128,Mrpl30
4129,Mrpl32
4130,Mrpl33
4131,Mrpl34
4132,Mrpl35
4133,Mrpl36
4134,Mrpl37
4135,Mrpl38
4136,Mrpl39
4137,Mrpl4
4138,Mrpl40
4139,Mrpl41
4140,Mrpl42
4141,Mrpl43
4142,Mrpl44
4143,Mrpl45
4144,Mrpl46
4145,Mrpl47
4146,Mrpl48
4147,Mrpl49
4148,Mrpl50
4149,Mrpl51
4150,Mrpl52
4151,Mrpl54
4152,Mrpl55
4153,Mrpl57
4154,Mrpl58
4155,Mrpl9
4156,Mrps10
4157,Mrps11
4158,Mrps12
4159,Mrps14
4160,Mrps15
4161,Mrps16
4162,Mrps17
4163,Mrps18a
4164,Mrps18b
4165,Mrps18c
4166,Mrps2
4167,Mrps21
4168,Mrps22
4169,Mrps23
4170,Mrps24
4171,Mrps25
4172,Mrps26
4173,Mrps27
4174,Mrps28
4175,Mrps30
4176,Mrps31
4177,Mrps33
4178,Mrps34
4179,Mrps35
4180,Mrps36
4181,Mrps5
4182,Mrps6
4183,Mrps7
4184,Mrps9
4185,Mrrf
4186,Mrs2
4187,Mrtfa
4188,Mrtfb
4189,Mrto4
4190,Msantd4
4191,Msh2
4192,Msh3
4193,Msh6
4194,Msi2
4195,Msl1
4196,Msl2
4197,Msl3
4198,Msmo1
4199,Msra
4200,Msrb1
4201,Msrb2
4202,Msrb3
4203,Mst1
4204,Msto1
4205,Mt1
4206,Mt2
4207,Mta1
4208,Mta2
4209,Mta3
4210,Mtap
4211,Mtch1
4212,Mtch2
4213,Mtcl1
4214,Mtdh
4215,Mterf3
4216,Mterf4
4217,Mtf1
4218,Mtf2
4219,Mtfmt
4220,Mtfp1
4221,Mtfr1
4222,Mtfr1l
4223,Mtg1
4224,Mtg2
4225,Mthfd1
4226,Mthfr
4227,Mthfs
4228,Mthfsd
4229,Mthfsl
4230,Mtif2
4231,Mtif3
4232,Mtln
4233,Mtm1
4234,Mtmr1
4235,Mtmr10
4236,Mtmr11
4237,Mtmr12
4238,Mtmr14
4239,Mtmr2
4240,Mtmr3
4241,Mtmr4
4242,Mtmr6
4243,Mtmr9
4244,Mto1
4245,Mtor
4246,Mtpap
4247,Mtpn
4248,Mtrex
4249,Mtrf1
4250,Mtrf1l
4251,Mtrr
4252,Mtss1
4253,Mttp
4254,Mtus1
4255,Mtx1
4256,Mtx2
4257,Mug1
4258,Mug2
4259,Mul1
4260,Mut
4261,Mvb12a
4262,Mvd
4263,Mvk
4264,Mvp
4265,Mx1
4266,Mxd1
4267,Mxd4
4268,Mxi1
4269,Myadm
4270,Mybbp1a
4271,Myc
4272,Mycbp
4273,Mycbp2
4274,Mydgf
4275,Myef2
4276,Myg1
4277,Myh10
4278,Myh13
4279,Myh14
4280,Myh9
4281,Myl12b
4282,Myl6
4283,Mylk
4284,Mynn
4285,Myo10
4286,Myo18a
4287,Myo1b
4288,Myo1c
4289,Myo1d
4290,Myo1e
4291,Myo5b
4292,Myo6
4293,Myo9b
4294,Myrf
4295,Mysm1
4296,Mzf1
4297,Mzt1
4298,Mzt2
4299,N4bp1
4300,N4bp2
4301,N4bp2l1
4302,N4bp2l2
4303,N6amt1
4304,Naa15
4305,Naa16
4306,Naa20
4307,Naa25
4308,Naa30
4309,Naa35
4310,Naa38
4311,Naa50
4312,Naa60
4313,Naa80
4314,Nab1
4315,Nab2
4316,Nabp1
4317,Nabp2
4318,Naca
4319,Nacc1
4320,Nacc2
4321,Nadk
4322,Nadk2
4323,Nadsyn1
4324,Nae1
4325,Naf1
4326,Naga
4327,Nagk
4328,Naglu
4329,Nagpa
4330,Nags
4331,Nampt
4332,Nans
4333,Nap1l1
4334,Nap1l4
4335,Napa
4336,Napg
4337,Naprt
4338,Narf
4339,Narfl
4340,Nars
4341,Nars2
4342,Nasp
4343,Nat10
4344,Nat2
4345,Nat8
4346,Nat8f1
4347,Nat8f2
4348,Nat8f4
4349,Nat8f6
4350,Nat9
4351,Nav2
4352,Naxd
4353,Naxe
4354,Nbas
4355,Nbeal1
4356,Nbn
4357,Nbr1
4358,Ncald
4359,Ncaph2
4360,Ncbp1
4361,Ncbp2
4362,Ncbp3
4363,Nceh1
4364,Nck1
4365,Nckap1
4366,Ncl
4367,Ncln
4368,Ncoa1
4369,Ncoa2
4370,Ncoa3
4371,Ncoa4
4372,Ncoa5
4373,Ncoa6
4374,Ncor1
4375,Ncor2
4376,Ncstn
4377,Ndc1
4378,Nde1
4379,Ndel1
4380,Ndfip1
4381,Ndfip2
4382,Ndrg1
4383,Ndrg2
4384,Ndrg3
4385,Ndst1
4386,Ndst2
4387,Ndufa1
4388,Ndufa10
4389,Ndufa11
4390,Ndufa12
4391,Ndufa2
4392,Ndufa3
4393,Ndufa4
4394,Ndufa5
4395,Ndufa6
4396,Ndufa7
4397,Ndufa8
4398,Ndufa9
4399,Ndufab1
4400,Ndufaf1
4401,Ndufaf2
4402,Ndufaf3
4403,Ndufaf4
4404,Ndufaf5
4405,Ndufaf6
4406,Ndufaf7
4407,Ndufaf8
4408,Ndufb10
4409,Ndufb11
4410,Ndufb2
4411,Ndufb3
4412,Ndufb4
4413,Ndufb5
4414,Ndufb6
4415,Ndufb7
4416,Ndufb8
4417,Ndufb9
4418,Ndufc1
4419,Ndufc2
4420,Ndufs1
4421,Ndufs2
4422,Ndufs3
4423,Ndufs4
4424,Ndufs5
4425,Ndufs6
4426,Ndufs7
4427,Ndufs8
4428,Ndufv1
4429,Ndufv2
4430,Ndufv3
4431,Neb
4432,Necab1
4433,Necap1
4434,Nectin1
4435,Nectin2
4436,Nectin3
4437,Nedd1
4438,Nedd4
4439,Nedd4l
4440,Nedd8
4441,Nek1
4442,Nek4
4443,Nek6
4444,Nek7
4445,Nek9
4446,Nelfa
4447,Nelfb
4448,Nelfcd
4449,Nelfe
4450,Nemf
4451,Nemp1
4452,Nenf
4453,Net1
4454,Neu1
4455,Nf1
4456,Nf2
4457,Nfat5
4458,Nfatc1
4459,Nfatc3
4460,Nfe2l1
4461,Nfe2l2
4462,Nfia
4463,Nfib
4464,Nfic
4465,Nfil3
4466,Nfix
4467,Nfkb1
4468,Nfkb2
4469,Nfkbia
4470,Nfkbib
4471,Nfkbie
4472,Nfkbiz
4473,Nfu1
4474,Nfx1
4475,Nfxl1
4476,Nfyb
4477,Nfyc
4478,Ngdn
4479,Ngef
4480,Ngly1
4481,Ngrn
4482,Nhlrc2
4483,Nhlrc3
4484,Nhp2
4485,Nhsl1
4486,Nicn1
4487,Nid1
4488,Nif3l1
4489,Nifk
4490,Ninj1
4491,Ninl
4492,Nip7
4493,Nipa2
4494,Nipal1
4495,Nipbl
4496,Nipsnap1
4497,Nipsnap2
4498,Nipsnap3b
4499,Nisch
4500,Nit1
4501,Nit2
4502,Nkap
4503,Nkapd1
4504,Nkiras1
4505,Nkiras2
4506,Nktr
4507,Nlk
4508,Nln
4509,Nlrc4
4510,Nlrc5
4511,Nlrp12
4512,Nlrp4e
4513,Nlrp6
4514,Nmd3
4515,Nme2
4516,Nme6
4517,Nmi
4518,Nmnat1
4519,Nmnat3
4520,Nmral1
4521,Nmrk1
4522,Nmt2
4523,Nnmt
4524,Nnt
4525,Noa1
4526,Nob1
4527,Noc2l
4528,Noc3l
4529,Noc4l
4530,Noct
4531,Nol11
4532,Nol12
4533,Nol6
4534,Nol7
4535,Nol8
4536,Nol9
4537,Nolc1
4538,Nom1
4539,Nomo1
4540,Nono
4541,Nop10
4542,Nop14
4543,Nop16
4544,Nop2
4545,Nop53
4546,Nop56
4547,Nop58
4548,Nop9
4549,Nosip
4550,Nostrin
4551,Notch1
4552,Notch2
4553,Notum
4554,Nova1
4555,Npas2
4556,Npat
4557,Npc1
4558,Npc2
4559,Npepl1
4560,Npepps
4561,Nploc4
4562,Npm1
4563,Npm2
4564,Npm3
4565,Npr2
4566,Nprl2
4567,Nprl3
4568,Nptn
4569,Nqo1
4570,Nqo2
4571,Nr0b2
4572,Nr1d1
4573,Nr1d2
4574,Nr1h2
4575,Nr1h3
4576,Nr1h4
4577,Nr1i2
4578,Nr1i3
4579,Nr2c1
4580,Nr2c2
4581,Nr2c2ap
4582,Nr2f2
4583,Nr2f6
4584,Nr3c1
4585,Nr3c2
4586,Nr4a1
4587,Nr5a2
4588,Nr6a1
4589,Nras
4590,Nrbf2
4591,Nrbp1
4592,Nrbp2
4593,Nrd1
4594,Nrep
4595,Nrf1
4596,Nrg4
4597,Nrip1
4598,Nrn1
4599,Nrp1
4600,Nrp2
4601,Nrxn3
4602,Nsa2
4603,Nsd1
4604,Nsd2
4605,Nsd3
4606,Nsdhl
4607,Nsf
4608,Nsfl1c
4609,Nsmaf
4610,Nsmce1
4611,Nsmce2
4612,Nsmf
4613,Nsrp1
4614,Nsun2
4615,Nsun3
4616,Nsun4
4617,Nsun5
4618,Nt5c
4619,Nt5c2
4620,Nt5c3
4621,Nt5dc1
4622,Nt5e
4623,Nt5m
4624,Ntan1
4625,Ntmt1
4626,Ntpcr
4627,Nuak2
4628,Nub1
4629,Nubp1
4630,Nubp2
4631,Nubpl
4632,Nucb1
4633,Nucb2
4634,Nucks1
4635,Nudc
4636,Nudcd1
4637,Nudcd2
4638,Nudcd3
4639,Nudt1
4640,Nudt12
4641,Nudt13
4642,Nudt14
4643,Nudt16
4644,Nudt16l1
4645,Nudt18
4646,Nudt19
4647,Nudt2
4648,Nudt21
4649,Nudt22
4650,Nudt3
4651,Nudt4
4652,Nudt5
4653,Nudt6
4654,Nudt7
4655,Nudt8
4656,Nudt9
4657,Nufip1
4658,Nufip2
4659,Numa1
4660,Numb
4661,Nup133
4662,Nup153
4663,Nup155
4664,Nup205
4665,Nup210
4666,Nup210l
4667,Nup214
4668,Nup37
4669,Nup50
4670,Nup54
4671,Nup62
4672,Nup85
4673,Nup88
4674,Nup93
4675,Nup98
4676,Nupl1
4677,Nus1
4678,Nutf2
4679,Nutf2-ps1
4680,Nvl
4681,Nxf1
4682,Nxpe2
4683,Nxt1
4684,Nxt2
4685,Oaf
4686,Oard1
4687,Oas1g
4688,Oasl1
4689,Oasl2
4690,Oaz1
4691,Oaz2
4692,Ocel1
4693,Ociad1
4694,Ociad2
4695,Ocln
4696,Odc1
4697,Odf2l
4698,Odf3b
4699,Odr4
4700,Ogdh
4701,Ogfod1
4702,Ogfod2
4703,Ogfr
4704,Ogfrl1
4705,Ogt
4706,Ola1
4707,Olfr1033
4708,Olfr275
4709,Olfr482
4710,Olfr56
4711,Olfr66
4712,Oma1
4713,Onecut2
4714,Opa1
4715,Opa3
4716,Ophn1
4717,Oplah
4718,Optn
4719,Orai1
4720,Orai3
4721,Orc3
4722,Orc4
4723,Orc5
4724,Orm1
4725,Orm2
4726,Orm3
4727,Ormdl1
4728,Ormdl2
4729,Ormdl3
4730,Os9
4731,Osbp
4732,Osbpl11
4733,Osbpl1a
4734,Osbpl2
4735,Osbpl8
4736,Osbpl9
4737,Osgep
4738,Osgepl1
4739,Osgin1
4740,Ost4
4741,Ostc
4742,Ostf1
4743,Ostm1
4744,Otc
4745,Otub1
4746,Otud1
4747,Otud4
4748,Otud5
4749,Otud6b
4750,Otud7a
4751,Otud7b
4752,Otulin
4753,Ovca2
4754,Oxa1l
4755,Oxld1
4756,Oxnad1
4757,Oxr1
4758,Oxsm
4759,P2rx4
4760,P2ry2
4761,P3h1
4762,P4ha1
4763,P4hb
4764,Pa2g4
4765,Pabpc1
4766,Pabpc4
4767,Pacs2
4768,Pacsin2
4769,Pacsin3
4770,Paf1
4771,Pafah1b1
4772,Pafah1b2
4773,Pafah2
4774,Pagr1b
4775,Pah
4776,Paics
4777,Paip1
4778,Paip2
4779,Pak1ip1
4780,Pak2
4781,Palld
4782,Palmd
4783,Pam
4784,Pam16
4785,Pan2
4786,Pan3
4787,Pank1
4788,Pank2
4789,Pank3
4790,Paox
4791,Papola
4792,Papss1
4793,Papss2
4794,Paqr7
4795,Paqr9
4796,Pard3
